run,type,module,name,attrname,attrvalue,value
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalArrivalPlacementHint,,,"""topCenter"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalArrivalPlacementPriority,,,-1
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,displayCommunicationRanges,,,false
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,communicationRangeLineColor,,,"""blue"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,communicationRangeLineStyle,,,"""solid"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,communicationRangeLineWidth,,,1
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,displayInterferenceRanges,,,false
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,interferenceRangeLineColor,,,"""gray"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,interferenceRangeLineStyle,,,"""solid"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,interferenceRangeLineWidth,,,1
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,autoPowerAxis,,,true
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalMinPower,,,inf dBmW
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,signalMinPower,unit,dBmW,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalMaxPower,,,0dBmW
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,signalMaxPower,unit,dBmW,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalMinPowerDensity,,,inf dBmWpMHz
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,signalMinPowerDensity,unit,dBmWpMHz,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalMaxPowerDensity,,,-inf dBmWpMHz
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,signalMaxPowerDensity,unit,dBmWpMHz,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,autoTimeAxis,,,true
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalMinTime,,,0s
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,signalMinTime,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalMaxTime,,,0s
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,signalMaxTime,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,autoFrequencyAxis,,,true
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalMinFrequency,,,inf Hz
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,signalMinFrequency,unit,Hz,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalMaxFrequency,,,-inf Hz
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,signalMaxFrequency,unit,Hz,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,displayMainPowerDensityMap,,,false
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,mainPowerDensityMapPixmapDensity,,,1
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,mainPowerDensityMapMinX,,,0
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,mainPowerDensityMapMaxX,,,nan 
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,mainPowerDensityMapMinY,,,0
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,mainPowerDensityMapMaxY,,,nan 
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,mainPowerDensityMapZ,,,0
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,mainPowerDensityMapFigureXTickCount,,,3
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,mainPowerDensityMapFigureYTickCount,,,3
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,displayPowerDensityMaps,,,false
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,powerDensityMapMode,,,"""auto"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,powerDensityMapMode,enum,"total,signal,auto",
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,powerDensityMapPixelMode,,,"""mean"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,powerDensityMapPixelMode,enum,"sample,partition,mean",
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,powerDensityMapApproximationSize,,,10
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,powerDensityMapCenterFrequency,,,nan Hz
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,powerDensityMapCenterFrequency,mutable,,
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,powerDensityMapCenterFrequency,unit,Hz,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,powerDensityMapBandwidth,,,0Hz
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,powerDensityMapBandwidth,mutable,,
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,powerDensityMapBandwidth,unit,Hz,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,powerDensityMapFigureWidth,,,200
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,powerDensityMapFigureHeight,,,120
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,powerDensityMapPixmapWidth,,,200
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,powerDensityMapPixmapHeight,,,120
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,powerDensityMapZ,,,0
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,powerDensityMapFigureXTickCount,,,3
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,powerDensityMapFigureYTickCount,,,3
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,displaySpectrums,,,false
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,spectrumMode,,,"""auto"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,spectrumMode,enum,"total,signal,auto",
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,spectrumFigureWidth,,,200
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,spectrumFigureHeight,,,120
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,spectrumFigureXTickCount,,,3
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,spectrumFigureYTickCount,,,5
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,spectrumFigureInterpolationSize,,,5
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,spectrumPlacementHint,,,"""bottomCenter"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,spectrumPlacementPriority,,,-1
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,displaySpectrograms,,,false
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,spectrogramMode,,,"""auto"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,spectrogramMode,enum,"total,signal,auto",
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,spectrogramPixelMode,,,"""mean"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,spectrogramPixelMode,enum,"sample,partition,mean",
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,spectrogramFigureWidth,,,200
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,spectrogramFigureHeight,,,120
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,spectrogramPixmapWidth,,,200
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,spectrogramPixmapHeight,,,120
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,spectrogramFigureXTickCount,,,3
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,spectrogramFigureYTickCount,,,5
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,spectrogramPlacementHint,,,"""bottomCenter"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,spectrogramPlacementPriority,,,-1
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,zIndex,,,0
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalShape,,,"""ring"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,signalShape,enum,"ring,sphere",
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalOpacity,,,0.5
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalRingCount,,,20
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalRingSize,,,50m
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,signalRingSize,unit,m,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalFadingDistance,,,50m
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,signalFadingDistance,unit,m,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalFadingFactor,,,1.2
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalWaveCount,,,20
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalWaveLength,,,50m
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,signalWaveLength,unit,m,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalWaveWidth,,,10m
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.mediumVisualizer,signalWaveWidth,unit,m,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,signalWaveFadingAnimationSpeedFactor,,,1
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.mediumVisualizer,displayCommunicationHeat,,,false
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.obstacleLossVisualizer,typename,,,"""inet.visualizer.canvas.physicallayer.TracingObstacleLossCanvasVisualizer"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.obstacleLossVisualizer,visualizationTargetModule,,,"""^.^"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.obstacleLossVisualizer,visualizationSubjectModule,,,"""^.^"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.obstacleLossVisualizer,tags,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.obstacleLossVisualizer,displayIntersections,,,false
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.obstacleLossVisualizer,intersectionLineColor,,,"""red"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.obstacleLossVisualizer,intersectionLineStyle,,,"""solid"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.obstacleLossVisualizer,intersectionLineWidth,,,1
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.obstacleLossVisualizer,displayFaceNormalVectors,,,false
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.obstacleLossVisualizer,faceNormalLineColor,,,"""grey"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.obstacleLossVisualizer,faceNormalLineStyle,,,"""solid"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.obstacleLossVisualizer,faceNormalLineWidth,,,1
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.obstacleLossVisualizer,fadeOutMode,,,"""realTime"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.obstacleLossVisualizer,fadeOutMode,enum,"realTime,animationTime,simulationTime",
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.obstacleLossVisualizer,fadeOutTime,,,1s
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.obstacleLossVisualizer,fadeOutTime,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.obstacleLossVisualizer,fadeOutAnimationSpeed,,,0
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.obstacleLossVisualizer,zIndex,,,0
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,typename,,,"""inet.visualizer.canvas.common.PacketDropCanvasVisualizer"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,visualizationTargetModule,,,"""^.^"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,visualizationSubjectModule,,,"""^.^"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,tags,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,displayPacketDrops,,,false
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,nodeFilter,,,"""*"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.packetDropVisualizer,nodeFilter,mutable,,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,interfaceFilter,,,"""*"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.packetDropVisualizer,interfaceFilter,mutable,,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,packetFilter,,,"(omnetpp::cValueHolder)holder: ""*"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.packetDropVisualizer,packetFilter,mutable,,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,detailsFilter,,,"""*"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.packetDropVisualizer,detailsFilter,mutable,,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,icon,,,"""msg/packet_s"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,iconTintAmount,,,1
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,iconTintColor,,,"""dark"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,labelFormat,,,"""%n"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.packetDropVisualizer,labelFormat,mutable,,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,labelFont,,,"""<default>"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,labelColor,,,"""black"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,fadeOutMode,,,"""realTime"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.packetDropVisualizer,fadeOutMode,enum,"realTime,animationTime,simulationTime",
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,fadeOutTime,,,1s
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.packetDropVisualizer,fadeOutTime,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,fadeOutAnimationSpeed,,,0
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,zIndex,,,10
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,dx,,,32
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetDropVisualizer,dy,,,64
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,typename,,,"""inet.visualizer.canvas.flow.PacketFlowCanvasVisualizer"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,visualizationTargetModule,,,"""^.^"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,visualizationSubjectModule,,,"""^.^"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,tags,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,displayRoutes,,,false
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,startPathSignal,,,"""packetFlowStarted"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,extendPathSignal,,,"""packetReceivedFromLower"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,endPathSignal,,,"""packetFlowEnded"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,nodeFilter,,,"""*"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.packetFlowVisualizer,nodeFilter,mutable,,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,packetFilter,,,"(omnetpp::cValueHolder)holder: ""*"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.packetFlowVisualizer,packetFilter,mutable,,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,lineColor,,,"""dark"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.packetFlowVisualizer,lineColor,enum,"light,dark",
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,lineStyle,,,"""dashed"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,lineWidth,,,3
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,lineSmooth,,,false
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,lineShift,,,16
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,lineShiftMode,,,"""normal"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,lineContactSpacing,,,3
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,lineContactMode,,,"""rectangular"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.packetFlowVisualizer,lineContactMode,enum,"circular,rectangular",
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,labelFormat,,,"""%L %p pk (%l)"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,labelFont,,,"""<default>, 8px"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,labelColor,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,fadeOutMode,,,"""realTime"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.packetFlowVisualizer,fadeOutMode,enum,"realTime,animationTime,simulationTime",
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,fadeOutTime,,,0s
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.packetFlowVisualizer,fadeOutTime,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,fadeOutAnimationSpeed,,,0
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.packetFlowVisualizer,zIndex,,,4
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.queueVisualizer,typename,,,"""inet.visualizer.canvas.common.QueueCanvasVisualizer"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.queueVisualizer,visualizationTargetModule,,,"""^.^"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.queueVisualizer,visualizationSubjectModule,,,"""^.^"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.queueVisualizer,tags,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.queueVisualizer,networkNodeVisualizerModule,,,"""^.networkNodeVisualizer"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.queueVisualizer,displayQueues,,,false
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.queueVisualizer,queueFilter,,,"""**"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.queueVisualizer,color,,,"""blue"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.queueVisualizer,width,,,8
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.queueVisualizer,height,,,24
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.queueVisualizer,spacing,,,2
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.queueVisualizer,placementHint,,,"""right"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.queueVisualizer,placementPriority,,,0
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.queueVisualizer,zIndex,,,10
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.gateScheduleVisualizer,typename,,,"""inet.visualizer.canvas.common.GateScheduleCanvasVisualizer"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.gateScheduleVisualizer,visualizationTargetModule,,,"""^.^"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.gateScheduleVisualizer,visualizationSubjectModule,,,"""^.^"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.gateScheduleVisualizer,tags,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.gateScheduleVisualizer,networkNodeVisualizerModule,,,"""^.networkNodeVisualizer"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.gateScheduleVisualizer,displayGateSchedules,,,false
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.gateScheduleVisualizer,labelFormat,,,"""%i %D"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.gateScheduleVisualizer,gateFilter,,,"""**"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.gateScheduleVisualizer,width,,,100
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.gateScheduleVisualizer,height,,,8
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.gateScheduleVisualizer,spacing,,,2
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.gateScheduleVisualizer,placementHint,,,"""right"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.gateScheduleVisualizer,placementPriority,,,0
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.gateScheduleVisualizer,displayDuration,,,0s
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.gateScheduleVisualizer,displayDuration,mutable,,
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.gateScheduleVisualizer,displayDuration,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.gateScheduleVisualizer,currentTimePosition,,,50
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.gateScheduleVisualizer,zIndex,,,10
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,typename,,,"""inet.visualizer.canvas.physicallayer.RadioCanvasVisualizer"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,visualizationTargetModule,,,"""^.^"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,visualizationSubjectModule,,,"""^.^"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,tags,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,networkNodeVisualizerModule,,,"""^.networkNodeVisualizer"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,displayRadios,,,false
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,displayRadioMode,,,true
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,displayReceptionState,,,true
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,displayTransmissionState,,,true
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,displayAntennaLobes,,,false
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,radioFilter,,,"""**"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.radioVisualizer,radioFilter,mutable,,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,radioModeImages,,,"""block/process_vs block/timer_vs block/wrx_vs block/wtx_vs block/wrxtx_vs block/cogwheel_vs"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,receptionStateImages,,,"""- - misc/receiving misc/receiving"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,transmissionStateImages,,,"""- - misc/transmitting"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,width,,,16
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,height,,,16
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,placementHint,,,"""bottomRight"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,placementPriority,,,0
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,antennaLobeNormalize,,,false
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,antennaLobeRelativeLabels,,,false
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,antennaLobePlaneGlobal,,,true
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,antennaLobePlane,,,"""view"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.radioVisualizer,antennaLobePlane,enum,"view,xy,xz,yz",
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,antennaLobeMode,,,"""logarithmic"""
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.radioVisualizer,antennaLobeMode,enum,"logarithmic,linear",
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,antennaLobeLogarithmicBase,,,10
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,antennaLobeLogarithmicScale,,,100
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,antennaLobeRadius,,,100
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,antennaLobeStep,,,10deg
General-0-20221124-13:43:39-4463,attr,multiLink.visualizer.radioVisualizer,antennaLobeStep,unit,deg,
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,antennaLobeOpacity,,,0.25
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,antennaLobeLineSmooth,,,true
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,antennaLobeLineColor,,,"""black"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,antennaLobeLineStyle,,,"""solid"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,antennaLobeLineWidth,,,1
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,antennaLobeFillColor,,,"""white"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.radioVisualizer,zIndex,,,10
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.physicalLinkVisualizer,typename,,,"""inet.visualizer.canvas.physicallayer.PhysicalLinkCanvasVisualizer"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.physicalLinkVisualizer,visualizationTargetModule,,,"""^.^"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.physicalLinkVisualizer,visualizationSubjectModule,,,"""^.^"""
General-0-20221124-13:43:39-4463,param,multiLink.visualizer.physicalLinkVisualizer,tags,,,""""""
