run,type,module,name,attrname,attrvalue,value
General-0-20221124-13:43:39-4463,runattr,,,configname,General,
General-0-20221124-13:43:39-4463,runattr,,,datetime,20221124-13:43:39,
General-0-20221124-13:43:39-4463,runattr,,,datetimef,20221124-134339,
General-0-20221124-13:43:39-4463,runattr,,,experiment,General,
General-0-20221124-13:43:39-4463,runattr,,,inifile,/home/alexb/Documents/Code/IDAWirelessSimulator/simulations/examples/simpleWiMEPMultiLink/simpleWiMEPMultiLink.ini,
General-0-20221124-13:43:39-4463,runattr,,,iterationvars,"$n=3, $0=3",
General-0-20221124-13:43:39-4463,runattr,,,iterationvarsd,n=3/3,
General-0-20221124-13:43:39-4463,runattr,,,iterationvarsf,"n=3,3-",
General-0-20221124-13:43:39-4463,runattr,,,measurement,"$n=3, $0=3",
General-0-20221124-13:43:39-4463,runattr,,,network,simulations.networks.multiLink,
General-0-20221124-13:43:39-4463,runattr,,,processid,4463,
General-0-20221124-13:43:39-4463,runattr,,,repetition,0,
General-0-20221124-13:43:39-4463,runattr,,,replication,#0,
General-0-20221124-13:43:39-4463,runattr,,,resultdir,results,
General-0-20221124-13:43:39-4463,runattr,,,runnumber,0,
General-0-20221124-13:43:39-4463,runattr,,,seedset,0,
General-0-20221124-13:43:39-4463,itervar,,,n,3,
General-0-20221124-13:43:39-4463,config,,,description,Two hosts communicating wirelessly,
General-0-20221124-13:43:39-4463,config,,,network,simulations.networks.multiLink,
General-0-20221124-13:43:39-4463,config,,,seed-0-mt,732195,
General-0-20221124-13:43:39-4463,config,,,sim-time-limit,9.999999s,
General-0-20221124-13:43:39-4463,config,,,**.startTime,0s,
General-0-20221124-13:43:39-4463,config,,,multiLink.numberReceivingNodes,3,
General-0-20221124-13:43:39-4463,config,,,multiLink.sender.numberWriterApps,1,
General-0-20221124-13:43:39-4463,config,,,multiLink.receivers*.numberReaderApps,1,
General-0-20221124-13:43:39-4463,config,,,multiLink.sender.rtpsAppWriter[*].sampleSize,15000B,
General-0-20221124-13:43:39-4463,config,,,multiLink.sender.rtpsAppWriter[*].samplePeriod,100ms,
General-0-20221124-13:43:39-4463,config,,,multiLink.sender.rtpsAppWriter[*].jitter,0ms,
General-0-20221124-13:43:39-4463,config,,,multiLink.sender.rtpsAppWriter[*].offset,0ms,
General-0-20221124-13:43:39-4463,config,,,multiLink.**.rtps.nbrApps,1,
General-0-20221124-13:43:39-4463,config,,,multiLink.**.rtps.nbrReadersPerApp,3,
General-0-20221124-13:43:39-4463,config,,,multiLink.sender.rtps.writer[0].typename,WriterWiMEP,
General-0-20221124-13:43:39-4463,config,,,multiLink.sender.rtps.writer[0].numberReaders,3,
General-0-20221124-13:43:39-4463,config,,,multiLink.sender.rtps.writer[0].fragmentSize,1000,
General-0-20221124-13:43:39-4463,config,,,multiLink.sender.rtps.writer[0].shaping,2000us,
General-0-20221124-13:43:39-4463,config,,,multiLink.sender.rtps.writer[0].deadline,100ms,
General-0-20221124-13:43:39-4463,config,,,multiLink.sender.rtps.writer[0].timeout,5000us,
General-0-20221124-13:43:39-4463,config,,,multiLink.receivers[*].rtps.reader[0].typename,ReaderWiMEP,
General-0-20221124-13:43:39-4463,config,,,multiLink.receivers[*].rtps.reader[0].deadline,100ms,
General-0-20221124-13:43:39-4463,config,,,multiLink.receivers[0].rtps.reader[0].priority,1,
General-0-20221124-13:43:39-4463,config,,,multiLink.receivers[1].rtps.reader[0].priority,2,
General-0-20221124-13:43:39-4463,config,,,multiLink.receivers[2].rtps.reader[0].priority,3,
General-0-20221124-13:43:39-4463,config,,,*.sender.rtps.writer[0].destAddresses,"""224.0.0.1""",
General-0-20221124-13:43:39-4463,config,,,*.sender.rtps.writer[0].appID,0,
General-0-20221124-13:43:39-4463,config,,,*.sender.rtps.inetAdapter.interfaceTableModule,"""^.^.interfaceTable""",
General-0-20221124-13:43:39-4463,config,,,*.sender.rtps.inetAdapter.localPort,200,
General-0-20221124-13:43:39-4463,config,,,*.sender.rtps.inetAdapter.destPort,100,
General-0-20221124-13:43:39-4463,config,,,*.receivers[*].rtps.reader[0].destAddresses,"""sender""",
General-0-20221124-13:43:39-4463,config,,,*.receivers[*].rtps.reader[0].appID,0,
General-0-20221124-13:43:39-4463,config,,,*.receivers[*].rtps.inetAdapter.interfaceTableModule,"""^.^.interfaceTable""",
General-0-20221124-13:43:39-4463,config,,,*.receivers[*].rtps.inetAdapter.localPort,100,
General-0-20221124-13:43:39-4463,config,,,*.receivers[*].rtps.inetAdapter.destPort,200,
General-0-20221124-13:43:39-4463,config,,,*.*.rtps.inetAdapter.joinLocalMulticastGroups,true,
General-0-20221124-13:43:39-4463,config,,,*.**.ipv4.arp.typename,GlobalArp,
General-0-20221124-13:43:39-4463,config,,,*.**.forwarding,true,
General-0-20221124-13:43:39-4463,config,,,multiLink.**.wlan[0].typename,WirelessInterface,
General-0-20221124-13:43:39-4463,config,,,multiLink.**.wlan[0].mac.typename,CsmaCaMacModified,
General-0-20221124-13:43:39-4463,config,,,multiLink.**.wlan[0].queue.typename,DropTailQueue,
General-0-20221124-13:43:39-4463,config,,,multiLink.**.wlan[0].queue.packetCapacity,100,
General-0-20221124-13:43:39-4463,config,,,multiLink.**.wlan[0].mac.bitErrorRate,0.00004,
General-0-20221124-13:43:39-4463,config,,,multiLink.**.wlan[0].mac.dependentSignalPaths,false,
General-0-20221124-13:43:39-4463,config,,,*.**.wlan[0].mac.useAck,false,
General-0-20221124-13:43:39-4463,config,,,*.**.wlan[*].mac.retryLimit,0,
General-0-20221124-13:43:39-4463,config,,,multiLink.**.wlan[0].mac.sifsTime,14us,
General-0-20221124-13:43:39-4463,config,,,multiLink.**.wlan[0].mac.slotTime,9us,
General-0-20221124-13:43:39-4463,config,,,multiLink.**.wlan[0].mac.ta,222,
General-0-20221124-13:43:39-4463,config,,,multiLink.**.wlan[0].mac.ta_enable,true,
General-0-20221124-13:43:39-4463,config,,,multiLink.**.wlan[0].**.bitrate,27Mbps,
General-0-20221124-13:43:39-4463,config,,,*.**.wlan[0].radio.typename,UnitDiskRadio,
General-0-20221124-13:43:39-4463,config,,,*.**.wlan[0].radio.transmitter.communicationRange,1000m,
General-0-20221124-13:43:39-4463,config,,,*.**.wlan[0].radio.receiver.ignoreInterference,true,
General-0-20221124-13:43:39-4463,config,,,*.**.wlan[0].radio.transmitter.interferenceRange,1000m,
General-0-20221124-13:43:39-4463,config,,,*.**.wlan[0].radio.displayInterferenceRange,false,
General-0-20221124-13:43:39-4463,config,,,*.**.wlan[0].radio.displayCommunicationRange,false,
General-0-20221124-13:43:39-4463,config,,,*.**.wlan[*].**.scalar-recording,false,
General-0-20221124-13:43:39-4463,config,,,*.**.wlan[*].**.vector-recording,false,
General-0-20221124-13:43:39-4463,config,,,*.**.udp.**.scalar-recording,false,
General-0-20221124-13:43:39-4463,config,,,*.**.udp.**.vector-recording,false,
General-0-20221124-13:43:39-4463,config,,,*.**.ipv4.**.statistic-recording,false,
General-0-20221124-13:43:39-4463,config,,,*.visualizer.mediumVisualizer.displaySignals,false,
General-0-20221124-13:43:39-4463,config,,,*.visualizer.physicalLinkVisualizer.displayLinks,true,
General-0-20221124-13:43:39-4463,config,,,*.visualizer.physicalLinkVisualizer.packetFilter,"""UDPData*""",
General-0-20221124-13:43:39-4463,config,,,*.visualizer.*LinkVisualizer.lineShift,0,
General-0-20221124-13:43:39-4463,config,,,*.visualizer.dataLinkVisualizer.packetFilter,"""""",
General-0-20221124-13:43:39-4463,config,,,*.visualizer.dataLinkVisualizer.displayLinks,true,
General-0-20221124-13:43:39-4463,config,,,*.visualizer.networkRouteVisualizer.displayRoutes,true,
General-0-20221124-13:43:39-4463,config,,,*.visualizer.networkRouteVisualizer.lineShift,0,
General-0-20221124-13:43:39-4463,config,,,*.visualizer.networkRouteVisualizer.packetFilter,"""UDPData*""",
General-0-20221124-13:43:39-4463,config,,,*.visualizer.sceneVisualizer.descriptionFigure,"""title""",
General-0-20221124-13:43:39-4463,config,,,*.configurator.config,"xmldoc(""config.xml"")",
General-0-20221124-13:43:39-4463,config,,,*.configurator.optimizeRoutes,false,
General-0-20221124-13:43:39-4463,scalar,multiLink.radioMedium.propagation,Arrival computation count,,,31890
General-0-20221124-13:43:39-4463,scalar,multiLink.radioMedium,transmission count,,,10626
General-0-20221124-13:43:39-4463,scalar,multiLink.radioMedium,signal send count,,,31878
General-0-20221124-13:43:39-4463,scalar,multiLink.radioMedium,reception computation count,,,31878
General-0-20221124-13:43:39-4463,scalar,multiLink.radioMedium,interference computation count,,,106262
General-0-20221124-13:43:39-4463,scalar,multiLink.radioMedium,reception decision computation count,,,31874
General-0-20221124-13:43:39-4463,scalar,multiLink.radioMedium,listening decision computation count,,,42512
General-0-20221124-13:43:39-4463,scalar,multiLink.radioMedium,reception cache hit,,,85.713389383862
General-0-20221124-13:43:39-4463,attr,multiLink.radioMedium,reception cache hit,unit,%,
General-0-20221124-13:43:39-4463,scalar,multiLink.radioMedium,interference cache hit,,,66.666666666667
General-0-20221124-13:43:39-4463,attr,multiLink.radioMedium,interference cache hit,unit,%,
General-0-20221124-13:43:39-4463,scalar,multiLink.radioMedium,noise cache hit,,,0
General-0-20221124-13:43:39-4463,attr,multiLink.radioMedium,noise cache hit,unit,%,
General-0-20221124-13:43:39-4463,scalar,multiLink.radioMedium,snir cache hit,,,50
General-0-20221124-13:43:39-4463,attr,multiLink.radioMedium,snir cache hit,unit,%,
General-0-20221124-13:43:39-4463,scalar,multiLink.radioMedium,reception decision cache hit,,,50
General-0-20221124-13:43:39-4463,attr,multiLink.radioMedium,reception decision cache hit,unit,%,
General-0-20221124-13:43:39-4463,scalar,multiLink.radioMedium,reception result cache hit,,,0
General-0-20221124-13:43:39-4463,attr,multiLink.radioMedium,reception result cache hit,unit,%,
General-0-20221124-13:43:39-4463,scalar,multiLink.sender.lo[0].lo,rcvdPkFromHl:count,,,3437
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0].lo,rcvdPkFromHl:count,interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0].lo,rcvdPkFromHl:count,recordingmode,count,
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0].lo,rcvdPkFromHl:count,source,packetReceivedFromUpper,
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0].lo,rcvdPkFromHl:count,title,"packets received from higher layer, count",
General-0-20221124-13:43:39-4463,scalar,multiLink.sender.lo[0].lo,rcvdPkFromHl:sum(packetBytes),,,3728576
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0].lo,rcvdPkFromHl:sum(packetBytes),interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0].lo,rcvdPkFromHl:sum(packetBytes),recordingmode,sum(packetBytes),
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0].lo,rcvdPkFromHl:sum(packetBytes),source,packetReceivedFromUpper,
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0].lo,rcvdPkFromHl:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",
General-0-20221124-13:43:39-4463,scalar,multiLink.sender.lo[0].lo,passedUpPk:count,,,3437
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0].lo,passedUpPk:count,interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0].lo,passedUpPk:count,recordingmode,count,
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0].lo,passedUpPk:count,source,packetSentToUpper,
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0].lo,passedUpPk:count,title,"packets passed to higher layer, count",
General-0-20221124-13:43:39-4463,scalar,multiLink.sender.lo[0].lo,passedUpPk:sum(packetBytes),,,3728576
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0].lo,passedUpPk:sum(packetBytes),interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0].lo,passedUpPk:sum(packetBytes),recordingmode,sum(packetBytes),
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0].lo,passedUpPk:sum(packetBytes),source,packetSentToUpper,
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0].lo,passedUpPk:sum(packetBytes),title,"packets passed to higher layer, sum(packetBytes)",
General-0-20221124-13:43:39-4463,scalar,multiLink.sender.lo[0],packetDropInterfaceDown:count,,,0
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0],packetDropInterfaceDown:count,interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0],packetDropInterfaceDown:count,recordingmode,count,
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0],packetDropInterfaceDown:count,source,packetDropReasonIsInterfaceDown(packetDropped),
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0],packetDropInterfaceDown:count,title,"packet drops: interface down, count",
General-0-20221124-13:43:39-4463,scalar,multiLink.sender.lo[0],packetDropInterfaceDown:sum(packetBytes),,,0
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0],packetDropInterfaceDown:sum(packetBytes),interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0],packetDropInterfaceDown:sum(packetBytes),recordingmode,sum(packetBytes),
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0],packetDropInterfaceDown:sum(packetBytes),source,packetDropReasonIsInterfaceDown(packetDropped),
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0],packetDropInterfaceDown:sum(packetBytes),title,"packet drops: interface down, sum(packetBytes)",
General-0-20221124-13:43:39-4463,scalar,multiLink.sender.lo[0],packetDropNoCarrier:count,,,0
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0],packetDropNoCarrier:count,interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0],packetDropNoCarrier:count,recordingmode,count,
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0],packetDropNoCarrier:count,source,packetDropReasonIsNoCarrier(packetDropped),
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0],packetDropNoCarrier:count,title,"packet drops: no carrier, count",
General-0-20221124-13:43:39-4463,scalar,multiLink.sender.lo[0],packetDropNoCarrier:sum(packetBytes),,,0
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0],packetDropNoCarrier:sum(packetBytes),interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0],packetDropNoCarrier:sum(packetBytes),recordingmode,sum(packetBytes),
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0],packetDropNoCarrier:sum(packetBytes),source,packetDropReasonIsNoCarrier(packetDropped),
General-0-20221124-13:43:39-4463,attr,multiLink.sender.lo[0],packetDropNoCarrier:sum(packetBytes),title,"packet drops: no carrier, sum(packetBytes)",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[0].lo[0].lo,rcvdPkFromHl:count,,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0].lo,rcvdPkFromHl:count,interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0].lo,rcvdPkFromHl:count,recordingmode,count,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0].lo,rcvdPkFromHl:count,source,packetReceivedFromUpper,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0].lo,rcvdPkFromHl:count,title,"packets received from higher layer, count",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[0].lo[0].lo,rcvdPkFromHl:sum(packetBytes),,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0].lo,rcvdPkFromHl:sum(packetBytes),interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0].lo,rcvdPkFromHl:sum(packetBytes),recordingmode,sum(packetBytes),
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0].lo,rcvdPkFromHl:sum(packetBytes),source,packetReceivedFromUpper,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0].lo,rcvdPkFromHl:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[0].lo[0].lo,passedUpPk:count,,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0].lo,passedUpPk:count,interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0].lo,passedUpPk:count,recordingmode,count,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0].lo,passedUpPk:count,source,packetSentToUpper,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0].lo,passedUpPk:count,title,"packets passed to higher layer, count",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[0].lo[0].lo,passedUpPk:sum(packetBytes),,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0].lo,passedUpPk:sum(packetBytes),interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0].lo,passedUpPk:sum(packetBytes),recordingmode,sum(packetBytes),
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0].lo,passedUpPk:sum(packetBytes),source,packetSentToUpper,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0].lo,passedUpPk:sum(packetBytes),title,"packets passed to higher layer, sum(packetBytes)",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[0].lo[0],packetDropInterfaceDown:count,,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0],packetDropInterfaceDown:count,interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0],packetDropInterfaceDown:count,recordingmode,count,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0],packetDropInterfaceDown:count,source,packetDropReasonIsInterfaceDown(packetDropped),
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0],packetDropInterfaceDown:count,title,"packet drops: interface down, count",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[0].lo[0],packetDropInterfaceDown:sum(packetBytes),,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0],packetDropInterfaceDown:sum(packetBytes),interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0],packetDropInterfaceDown:sum(packetBytes),recordingmode,sum(packetBytes),
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0],packetDropInterfaceDown:sum(packetBytes),source,packetDropReasonIsInterfaceDown(packetDropped),
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0],packetDropInterfaceDown:sum(packetBytes),title,"packet drops: interface down, sum(packetBytes)",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[0].lo[0],packetDropNoCarrier:count,,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0],packetDropNoCarrier:count,interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0],packetDropNoCarrier:count,recordingmode,count,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0],packetDropNoCarrier:count,source,packetDropReasonIsNoCarrier(packetDropped),
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0],packetDropNoCarrier:count,title,"packet drops: no carrier, count",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[0].lo[0],packetDropNoCarrier:sum(packetBytes),,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0],packetDropNoCarrier:sum(packetBytes),interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0],packetDropNoCarrier:sum(packetBytes),recordingmode,sum(packetBytes),
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0],packetDropNoCarrier:sum(packetBytes),source,packetDropReasonIsNoCarrier(packetDropped),
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[0].lo[0],packetDropNoCarrier:sum(packetBytes),title,"packet drops: no carrier, sum(packetBytes)",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[0].rtps.reader[0],deadlineViolationRate,,,0
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[1].lo[0].lo,rcvdPkFromHl:count,,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0].lo,rcvdPkFromHl:count,interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0].lo,rcvdPkFromHl:count,recordingmode,count,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0].lo,rcvdPkFromHl:count,source,packetReceivedFromUpper,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0].lo,rcvdPkFromHl:count,title,"packets received from higher layer, count",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[1].lo[0].lo,rcvdPkFromHl:sum(packetBytes),,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0].lo,rcvdPkFromHl:sum(packetBytes),interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0].lo,rcvdPkFromHl:sum(packetBytes),recordingmode,sum(packetBytes),
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0].lo,rcvdPkFromHl:sum(packetBytes),source,packetReceivedFromUpper,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0].lo,rcvdPkFromHl:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[1].lo[0].lo,passedUpPk:count,,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0].lo,passedUpPk:count,interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0].lo,passedUpPk:count,recordingmode,count,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0].lo,passedUpPk:count,source,packetSentToUpper,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0].lo,passedUpPk:count,title,"packets passed to higher layer, count",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[1].lo[0].lo,passedUpPk:sum(packetBytes),,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0].lo,passedUpPk:sum(packetBytes),interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0].lo,passedUpPk:sum(packetBytes),recordingmode,sum(packetBytes),
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0].lo,passedUpPk:sum(packetBytes),source,packetSentToUpper,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0].lo,passedUpPk:sum(packetBytes),title,"packets passed to higher layer, sum(packetBytes)",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[1].lo[0],packetDropInterfaceDown:count,,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0],packetDropInterfaceDown:count,interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0],packetDropInterfaceDown:count,recordingmode,count,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0],packetDropInterfaceDown:count,source,packetDropReasonIsInterfaceDown(packetDropped),
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0],packetDropInterfaceDown:count,title,"packet drops: interface down, count",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[1].lo[0],packetDropInterfaceDown:sum(packetBytes),,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0],packetDropInterfaceDown:sum(packetBytes),interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0],packetDropInterfaceDown:sum(packetBytes),recordingmode,sum(packetBytes),
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0],packetDropInterfaceDown:sum(packetBytes),source,packetDropReasonIsInterfaceDown(packetDropped),
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0],packetDropInterfaceDown:sum(packetBytes),title,"packet drops: interface down, sum(packetBytes)",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[1].lo[0],packetDropNoCarrier:count,,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0],packetDropNoCarrier:count,interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0],packetDropNoCarrier:count,recordingmode,count,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0],packetDropNoCarrier:count,source,packetDropReasonIsNoCarrier(packetDropped),
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0],packetDropNoCarrier:count,title,"packet drops: no carrier, count",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[1].lo[0],packetDropNoCarrier:sum(packetBytes),,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0],packetDropNoCarrier:sum(packetBytes),interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0],packetDropNoCarrier:sum(packetBytes),recordingmode,sum(packetBytes),
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0],packetDropNoCarrier:sum(packetBytes),source,packetDropReasonIsNoCarrier(packetDropped),
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[1].lo[0],packetDropNoCarrier:sum(packetBytes),title,"packet drops: no carrier, sum(packetBytes)",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[1].rtps.reader[0],deadlineViolationRate,,,0.02
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[2].lo[0].lo,rcvdPkFromHl:count,,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[2].lo[0].lo,rcvdPkFromHl:count,interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[2].lo[0].lo,rcvdPkFromHl:count,recordingmode,count,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[2].lo[0].lo,rcvdPkFromHl:count,source,packetReceivedFromUpper,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[2].lo[0].lo,rcvdPkFromHl:count,title,"packets received from higher layer, count",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[2].lo[0].lo,rcvdPkFromHl:sum(packetBytes),,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[2].lo[0].lo,rcvdPkFromHl:sum(packetBytes),interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[2].lo[0].lo,rcvdPkFromHl:sum(packetBytes),recordingmode,sum(packetBytes),
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[2].lo[0].lo,rcvdPkFromHl:sum(packetBytes),source,packetReceivedFromUpper,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[2].lo[0].lo,rcvdPkFromHl:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[2].lo[0].lo,passedUpPk:count,,,0
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[2].lo[0].lo,passedUpPk:count,interpolationmode,none,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[2].lo[0].lo,passedUpPk:count,recordingmode,count,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[2].lo[0].lo,passedUpPk:count,source,packetSentToUpper,
General-0-20221124-13:43:39-4463,attr,multiLink.receivers[2].lo[0].lo,passedUpPk:count,title,"packets passed to higher layer, count",
General-0-20221124-13:43:39-4463,scalar,multiLink.receivers[2].lo[0].lo,passedUpPk:sum(packetBytes),,,0
